latitude_user,longitude_user,latitude_ap,longitude_ap,pair_id
41.519653,-87.384392,41.524594,-87.39097,178_202
41.521484,-87.410149,41.524456,-87.48665499999998,205_3
41.522811,-87.501916,41.522888,-87.39127699999999,74_186
41.542115,-87.39585699999999,41.508087,-87.566058,185_64
41.479641,-88.055245,41.516825,-87.555319,67_35
41.521659,-87.39072399999999,41.523995000000006,-87.441379,68_89
41.523929,-87.539482,41.522058,-87.40947399999999,74_186
41.525836,-87.394201,41.508003,-87.387844,25_180
41.52288899999999,-87.405728,41.522179,-87.53513000000001,205_1
41.524818,-87.394088,41.525219,-87.420492,68_116
41.497858,-88.011802,41.525193,-87.409992,83_54
41.523365000000005,-87.491831,41.521688000000005,-87.409491,121_154
41.525353,-87.3944,41.50165200000001,-88.00081399999999,67_59
41.506732,-87.577296,41.524922,-87.422662,17_63
41.523302,-87.44291199999999,41.522981,-87.455615,17_33
41.521982,-87.528239,41.525145,-87.389772,121_27
41.506765,-87.5741,41.523093,-87.394131,25_62
41.478832,-88.04566999999999,41.522456000000005,-87.526184,17_63
41.480742,-88.045427,41.485938,-88.045202,16_112
41.534709,-87.386534,41.503083,-87.596706,185_41
41.525295,-87.420009,41.523541,-87.47609,68_113
41.548122000000006,-87.37968699999999,41.494123,-88.03456399999999,185_41
41.518836,-87.38388300000001,41.525392,-87.418902,126_89
41.523117,-87.44485399999999,41.524451,-87.48729900000001,68_89
41.520245,-87.391809,41.521699,-87.390729,126_22
41.525499,-87.411219,41.522593,-87.460385,68_113
41.541667,-87.37974899999999,41.48605499999999,-88.030102,185_41
41.503671,-87.594983,41.520283,-87.387142,17_81
41.506801,-87.575669,41.520145,-87.55266499999999,66_82
41.522598,-87.51031800000001,41.484299,-88.054897,31_51
41.55088800000001,-87.388917,41.497382,-88.033738,185_174
41.521259,-87.410256,41.522532,-87.463679,205_3
41.525626,-87.400794,41.525568,-87.482699,76_124
41.549517,-87.39962799999999,41.52568,-87.39419900000001,185_64
41.523853,-87.539218,41.523257,-87.495755,68_116
41.484962,-88.052264,41.517977,-87.554375,67_35
41.519921,-87.39077499999999,41.525175,-87.394115,68_113
41.521861,-87.409504,41.525012,-87.388361,172_57
41.506758,-87.577114,41.523445,-87.546842,10_80
41.522037,-87.527878,41.525138,-87.38820700000001,121_27
41.52553,-87.40654699999999,41.524559,-87.42812099999999,68_116
41.479559,-88.055675,41.508643,-87.565114,76_82
41.503619,-87.594907,41.525341,-87.396042,83_54
41.478443,-88.061572,41.515953,-87.556065,67_35
41.522558,-87.51337799999999,41.506653,-87.58201100000001,70_30
41.55332000000001,-87.403933,41.524930000000005,-87.42239799999999,185_8
41.476966,-88.06612100000001,41.484952,-88.05302499999999,66_82
41.52156299999999,-87.410186,41.521784,-87.38924000000002,126_160
41.478576,-88.061137,41.506791,-87.575828,76_82
41.523346,-87.54675499999999,41.522927,-87.445841,101_59
41.523043,-87.444297,41.521787,-87.389392,17_160
41.521862,-87.409542,41.521777,-87.38793299999999,172_57
41.477477,-88.074814,41.522361,-87.52635000000001,121_27
41.525443,-87.417244,41.522724,-87.458804,68_89
41.478995000000005,-88.059107,41.525149,-87.38994500000001,83_98
41.523784,-87.478377,41.523021,-87.450265,66_82
41.525349,-87.41816399999999,41.521798,-87.389274,17_160
41.523833,-87.39404699999999,41.517159,-87.555197,76_33
41.506704,-87.57934999999999,41.524434,-87.43206,76_120
41.521745,-87.388967,41.484948,-88.052827,19_120
41.522361,-87.526417,41.52438,-87.426768,101_59
41.523588,-87.389932,41.485914,-88.030183,172_57
41.500798,-88.004245,41.522957,-87.468457,76_82
41.506732,-87.57918,41.524348,-87.40929700000001,83_11
41.536471,-87.379558,41.486305,-88.01965700000001,185_41
41.524579,-87.42618399999999,41.514444000000005,-87.38792799999999,25_180
41.521755000000006,-87.39381900000001,41.525369,-87.41791300000001,68_116
41.49637800000001,-88.012983,41.52246,-87.411759,83_11
41.524562,-87.42866400000001,41.523442,-87.442706,68_116
41.52015,-87.390614,41.485096000000006,-88.049349,39_106
41.523691,-87.478145,41.479327000000005,-88.043251,83_50
41.509097,-87.564353,41.484791,-88.046525,70_30
41.521558000000006,-87.390484,41.522792,-87.50181,70_30
41.524485000000006,-87.39407800000001,41.522821,-87.466651,76_124
41.520421,-87.390696,41.477901,-88.064608,67_18
41.54211599999999,-87.395862,41.524639,-87.45882900000001,185_49
41.520246,-87.391754,41.524427,-87.43472299999999,126_89
41.52383,-87.545425,41.52423,-87.436728,121_27
41.54220599999999,-87.395244,41.52444499999999,-87.45880100000001,185_49
41.530725,-87.38769099999999,41.500266,-88.00619,185_64
41.477997,-88.062639,41.52914,-87.476535,25_124
41.546142,-87.397238,41.519025,-87.390522,185_49
41.4789,-88.05933800000001,41.506809,-87.572572,76_82
41.521842,-87.530388,41.525287,-87.40268,121_27
41.522775,-87.391378,41.513955,-87.55781300000001,172_57
41.524186,-87.482934,41.521589000000006,-87.40945400000001,121_154
41.47913,-88.05801,41.506741000000005,-87.58153399999999,16_60
41.479854,-88.054085,41.506921000000006,-87.569172,16_60
41.51819,-87.554348,41.496846,-88.01283299999999,68_89
41.524426000000005,-87.432194,41.52589,-87.39431200000001,66_82
41.52541599999999,-87.41798,41.47538899999999,-88.066721,10_89
41.476044,-88.06598,41.523892,-87.480623,101_75
41.525367,-87.397507,41.521688000000005,-87.389261,101_207
41.52261000000001,-87.39026,41.521457,-87.408048,171_191
41.485792,-88.025972,41.523909,-87.479725,101_30
41.506942,-87.569187,41.486125,-88.032358,68_89
41.523136,-87.497675,41.523493,-87.47527400000001,68_116
41.517036,-87.389987,41.514571,-87.383133,69_14
41.522602,-87.54847799999999,41.47555500000001,-88.06608,31_51
41.525499,-87.412734,41.522912,-87.456905,68_89
41.522943,-87.445878,41.521527,-87.401302,121_154
41.525883,-87.394603,41.486054,-88.04454700000001,68_8
41.520266,-87.386694,41.51743999999999,-87.389752,125_8
41.52338,-87.47516,41.518175,-87.39059800000001,101_30
41.521452,-87.408344,41.524944,-87.42156000000001,126_116
41.53104999999999,-87.38724599999999,41.522841,-87.500699,185_71
41.479169,-88.057384,41.522803,-87.505195,25_62
41.524281,-87.432434,41.517645,-87.39048500000001,101_59
41.521376,-87.390705,41.507011000000006,-87.568258,67_59
41.48924,-88.01655099999999,41.523039,-87.469182,17_63
41.486113,-88.046069,41.524042,-87.44133,99_14
41.521451,-87.408352,41.524974,-87.422561,126_116
41.508339,-87.56563299999999,41.525826,-87.397166,17_63
41.521517,-87.40427799999999,41.477591,-88.07496499999999,203_5
41.517383,-87.390451,41.521723,-87.40071900000001,25_204
41.486095,-88.031131,41.499917,-88.00747100000001,66_82
41.522564,-87.51170400000001,41.521784,-87.38796500000001,101_30
41.51734999999999,-87.389892,41.514565000000005,-87.383241,69_14
41.55125,-87.40104799999999,41.52199,-87.394083,185_64
41.479927,-88.05467300000001,41.522657,-87.46224899999999,76_120
41.498501,-88.01097599999999,41.522796,-87.465995,25_124
41.52262399999999,-87.462258,41.522882,-87.466694,68_116
41.523009,-87.45551999999999,41.521708,-87.391986,10_80
41.493263,-88.014484,41.521432,-87.550479,67_35
41.553456,-87.404223,41.521695,-87.392009,185_64
41.524228,-87.439025,41.521558000000006,-87.401209,101_207
41.51087,-87.561426,41.484742,-88.04585800000001,70_30
41.520358,-87.390692,41.50967,-87.563433,67_59
41.523082,-87.47158999999999,41.521439,-87.407179,101_207
41.52479,-87.394088,41.522933,-87.468419,76_124
41.519349000000005,-87.39059900000001,41.522963,-87.455521,76_124
41.506814000000006,-87.573617,41.52429,-87.543446,10_80
41.485799,-88.024952,41.523269,-87.49584800000001,76_82
41.522649,-87.390093,41.521446,-87.409321,171_191
41.558282,-87.40683999999999,41.485953,-88.027325,185_8
41.523005000000005,-87.451831,41.519522,-87.553197,68_113
41.525424,-87.41864600000001,41.522695000000006,-87.458998,68_89
41.525149,-87.416353,41.505942,-87.582553,67_108
41.524192,-87.54391600000001,41.522527,-87.405524,83_11
41.514447,-87.38408,41.524385,-87.42613300000001,194_18
41.475584,-88.06637199999999,41.52397,-87.48163000000001,101_75
41.525316,-87.41796500000001,41.521687,-87.393468,66_82
41.522666,-87.390014,41.521448,-87.410028,171_191
41.522538,-87.52150900000001,41.521795,-87.38805,121_27
41.477224,-88.06611699999999,41.498326,-88.01115100000001,101_59
41.521422,-87.409211,41.52249,-87.523202,155_5
41.519755,-87.39067800000001,41.479156,-88.05761000000001,67_18
41.477477,-88.074814,41.521818,-87.533149,121_27
41.506562,-87.585837,41.524457000000005,-87.432974,76_120
41.52267,-87.389899,41.521486,-87.410178,171_191
41.530214,-87.38765,41.532054,-87.459087,185_49
41.531041,-87.38578100000001,41.506877,-87.569582,185_41
41.506868,-87.569895,41.525549,-87.405766,17_63
41.538571000000005,-87.37959000000001,41.485897,-88.025997,185_41
41.523444,-87.44206399999999,41.522471,-87.52454,67_35
41.510404,-87.562354,41.521931,-87.39169700000001,17_63
41.485812,-88.04585499999999,41.522666,-87.45971100000001,25_62
41.521438,-87.407256,41.522271,-87.53562400000001,162_1
41.519735,-87.400522,41.524112,-87.48878,185_49
41.525379,-87.41917799999999,41.523320000000005,-87.472619,68_113
41.506815,-87.571844,41.47782599999999,-88.068291,67_59
41.521876,-87.53023800000001,41.522952,-87.401965,17_160
41.4779,-88.066029,41.481951,-88.034455,74_7
41.478304,-88.044655,41.523331,-87.53787,16_60
41.507633,-87.566659,41.48495,-88.052776,70_30
41.522777,-87.50355900000001,41.521638,-87.399723,17_160
41.534906,-87.379495,41.488146,-88.017178,185_41
41.478526,-88.04271,41.524369,-87.540257,17_63
41.510503,-87.562029,41.524023,-87.54475500000001,67_35
41.521862,-87.409542,41.521598,-87.39806800000001,172_150
41.508556,-87.56530199999999,41.516409,-87.555837,17_33
41.521744,-87.39045899999999,41.525186000000005,-87.408763,203_48
41.490885,-88.01579299999999,41.522960000000005,-87.46872499999999,25_124
41.478146,-88.063073,41.523018,-87.450478,99_14
41.524334,-87.425512,41.517645,-87.39048500000001,101_59
41.480489,-88.044854,41.51493000000001,-87.55718999999999,16_60
41.480489,-88.044854,41.486229,-88.03557199999999,16_112
41.522653,-87.51786200000001,41.52191,-87.387244,101_30
41.524312,-87.541551,41.516082,-87.386472,99_14
41.525617,-87.39421399999999,41.479088,-88.058137,10_89
41.511238000000006,-87.386769,41.52473,-87.388621,178_202
41.478937,-88.045057,41.521894,-87.53193300000001,17_63
41.50256,-87.598096,41.510938,-87.56150799999999,10_80
41.522897,-87.405991,41.522338,-87.535828,205_1
41.524803,-87.394102,41.521683,-87.39605999999999,17_135
41.555857,-87.406757,41.486211,-88.037127,185_8
41.542221,-87.395249,41.509631,-87.563632,185_64
41.522199,-87.389706,41.520392,-87.386974,185_163
41.479002,-88.058763,41.522864,-87.466879,76_120
41.509218,-87.564267,41.52142,-87.409911,17_160
41.522549,-87.521375,41.521963,-87.387215,101_30
41.521294,-87.40742700000001,41.521892,-87.38793,206_130
41.523291,-87.49417600000001,41.522998,-87.453603,10_80
41.506814000000006,-87.573672,41.485055,-88.051776,68_113
41.501081000000006,-88.002905,41.522380000000005,-87.548586,67_35
41.478683,-88.06052,41.52293,-87.46794200000001,76_120
41.518831,-87.383871,41.519927,-87.40086300000002,125_141
41.480489,-88.044854,41.520785,-87.55197399999999,16_60
41.521476,-87.41013600000001,41.477837,-88.066125,203_5
41.525123,-87.394153,41.521662,-87.39727,17_135
41.524417,-87.424496,41.521582,-87.39848599999999,101_207
41.521512,-87.401507,41.522922,-87.44488199999999,203_48
41.518909,-87.390579,41.524421,-87.39402,17_33
41.521785,-87.388972,41.485905,-88.04597,19_120
41.523003,-87.451921,41.52329399999999,-87.492507,68_89
41.525432,-87.418326,41.480026,-88.054705,68_8
41.534844,-87.37950000000001,41.508515,-87.38791300000001,185_127
41.519895,-87.390771,41.524413,-87.43534100000001,68_89
41.52533,-87.418207,41.523073,-87.394438,66_82
41.55040699999999,-87.38891600000001,41.497509,-88.03367700000001,185_174
41.521496,-87.39061,41.494613,-88.013968,68_8
41.508644,-87.565166,41.516596,-87.55568,17_33
41.523175,-87.399765,41.513629,-87.383125,136_195
41.485706,-88.02204599999999,41.523935,-87.441649,76_120
41.521632,-87.39413200000001,41.522653,-87.518262,205_1
41.52451,-87.42639199999999,41.52157,-87.410201,17_135
41.52446,-87.43499,41.475303,-88.066641,68_8
41.504542,-87.592409,41.525304,-87.394031,83_54
41.499134000000005,-88.00989600000001,41.506743,-87.57755800000001,66_82
41.521536,-87.409508,41.513166,-87.558573,185_49
41.486205,-88.03553099999999,41.522733,-87.507567,76_82
41.521522,-87.40113600000001,41.477579,-88.074969,203_5
41.534695,-87.382469,41.52006900000001,-87.399967,185_127
41.521645,-87.39068999999999,41.521771,-87.38939599999999,17_160
41.521498,-87.40468000000001,41.521819,-87.532131,162_1
41.522607,-87.509907,41.51738,-87.39047099999999,121_27
41.479905,-88.05471600000001,41.50672,-87.58345100000001,68_116
41.522556,-87.54857,41.485677,-88.022809,68_113
41.484766,-88.046087,41.522778,-87.453193,83_54
41.525477,-87.414355,41.522656,-87.464014,68_113
41.480316,-88.04958199999999,41.475295,-88.06669099999999,16_62
41.536391,-87.39336499999999,41.529202,-87.458994,185_49
41.524887,-87.394092,41.522948,-87.468565,76_124
41.478025,-88.040344,41.52263,-87.521166,16_60
41.557067,-87.40688700000001,41.486222,-88.034316,185_8
41.484228,-88.05482599999999,41.522757,-87.50173199999999,83_54
41.523239,-87.49637899999999,41.523047,-87.46951800000001,66_82
41.523703,-87.49047,41.519705,-87.55307699999999,68_89
41.522036,-87.38978900000001,41.520357,-87.387016,185_163
41.522823,-87.547721,41.48581,-88.04415499999999,70_30
41.52557,-87.402919,41.50680500000001,-87.570694,31_51
41.503111,-87.5966,41.511696,-87.560304,10_80
41.521686,-87.39351199999999,41.484267,-88.05487199999999,10_89
41.477477,-88.074814,41.52183,-87.53119199999999,121_27
41.486071,-88.043807,41.518207,-87.39049800000001,17_91
41.524203,-87.437817,41.522537,-87.52275600000002,67_35
41.52327,-87.493262,41.523021,-87.390517,74_186
41.525248000000005,-87.401894,41.507613,-87.56667499999999,67_108
41.492131,-88.015061,41.523989,-87.481357,121_27
41.476425,-88.066039,41.532358,-87.476622,25_124
41.522719,-87.507204,41.509569,-87.563683,68_89
41.520316,-87.387708,41.524527,-87.42930899999999,126_89
41.521769000000006,-87.391574,41.518331,-87.39062799999999,205_3
41.524443,-87.432029,41.520161,-87.388002,39_81
41.524865,-87.39410900000001,41.521682,-87.396111,17_135
41.506752,-87.578449,41.486082,-88.043369,68_89
41.508944,-87.56461300000001,41.524089,-87.441379,25_124
41.484773,-88.04578799999999,41.507977,-87.56627399999999,68_116
41.518834,-87.38390199999999,41.525433,-87.41570100000001,126_89
41.521659,-87.39072399999999,41.491526,-88.015449,68_8
41.484841,-88.04677600000001,41.523427,-87.442742,99_14
41.523089,-87.49749200000001,41.521688000000005,-87.409491,121_154
41.506493,-87.585821,41.525249,-87.389877,83_54
41.520513,-87.390514,41.517799,-87.38658799999999,69_14
41.52471,-87.383384,41.520956,-87.551755,185_41
41.52255,-87.39132799999999,41.522373,-87.52576300000001,172_57
41.522501000000005,-87.52287700000001,41.521795,-87.38805,121_27
41.518119,-87.39057000000001,41.524649,-87.394583,76_199
41.522747,-87.50299999999999,41.521784,-87.409446,101_207
41.522545,-87.512547,41.483065,-88.054838,31_51
41.524572,-87.42357799999999,41.522561,-87.52094699999999,70_30
41.522653,-87.519712,41.523801000000006,-87.478485,10_80
41.522792,-87.465334,41.525349,-87.394159,10_80
41.521969,-87.52846799999999,41.521584,-87.39669599999999,74_186
41.524297,-87.427718,41.52255,-87.520777,67_35
41.484669,-88.054827,41.522811,-87.451132,101_75
41.521652,-87.38923000000001,41.525246,-87.40354300000001,203_48
41.52325,-87.472301,41.521592,-87.39485,17_160
41.52433,-87.426777,41.521571,-87.39920899999998,101_207
41.550085,-87.40002899999999,41.525552,-87.406643,185_123
41.512018,-87.559771,41.517989,-87.39004999999999,25_62
41.551836,-87.39699,41.47596899999999,-88.06598,185_174
41.52125,-87.402048,41.523082,-87.448234,206_72
41.506749,-87.576577,41.51733,-87.388047,17_81
41.546446,-87.379442,41.486158,-88.042982,185_41
41.52525,-87.40931200000001,41.522603,-87.519326,70_30
41.535698,-87.379683,41.507084000000006,-87.387869,185_127
41.536849,-87.37959699999999,41.485912,-88.020978,185_41
41.525581,-87.40233099999999,41.52303,-87.504573,76_71
41.525795,-87.395938,41.524645,-87.424391,68_116
41.534351,-87.379903,41.514892,-87.388036,185_127
41.522562,-87.536294,41.477616,-88.07498299999999,67_59
41.477904,-88.065913,41.502527,-87.598362,68_116
41.478138,-88.066068,41.522559,-87.519945,83_54
41.508324,-87.565544,41.523099,-87.47137000000001,101_59
41.523372,-87.473073,41.486052,-88.030779,31_51
41.519786,-87.400557,41.53627,-87.47201100000001,185_49
41.525415,-87.418691,41.524487,-87.43412099999999,68_116
41.499073,-88.00996300000001,41.52303,-87.38743000000001,101_75
41.517624,-87.554831,41.525687,-87.396603,99_14
41.542345,-87.379515,41.486217,-88.034246,185_41
41.507163,-87.568105,41.524075,-87.539959,68_116
41.522768,-87.501601,41.521784,-87.409446,101_207
41.52168399999999,-87.388797,41.522662,-87.50859,205_1
41.523036000000005,-87.53737199999999,41.525276000000005,-87.420211,76_120
41.494231,-88.014151,41.506478,-87.586304,17_33
41.522563,-87.462897,41.522625,-87.462087,17_33
41.484421000000005,-88.04623299999999,41.523774,-87.489866,83_54
41.523117,-87.44654399999999,41.517709,-87.390563,10_80
41.53492,-87.382433,41.520054,-87.40072599999999,185_127
41.478007,-88.04037399999999,41.4806,-88.05466,16_71
41.524063,-87.539922,41.477846,-88.06615,31_51
41.522935,-87.402779,41.52282,-87.391356,155_134
41.506668,-87.58324699999999,41.486241,-88.046055,68_89
41.522923,-87.467508,41.523044,-87.46869500000001,68_116
41.506664,-87.580086,41.479216,-88.057195,70_30
41.523062,-87.39072,41.520145,-87.401353,171_191
41.476843,-88.066072,41.522606,-87.51921399999999,101_30
41.554384,-87.40529099999999,41.524578,-87.425184,185_8
41.522664000000006,-87.460676,41.519519,-87.390554,76_120
41.522175,-87.39134899999999,41.523141,-87.53757,172_57
41.477572,-88.074846,41.52203,-87.534732,121_27
41.485895,-88.044311,41.522830000000006,-87.44857,83_54
41.520245,-87.39187799999999,41.52549,-87.410166,126_116
41.523503,-87.47570999999999,41.525476,-87.41215700000001,10_80
41.506781,-87.57453,41.523073,-87.446125,25_124
41.525754,-87.396076,41.53689,-87.45930700000001,185_49
41.52029,-87.38931099999999,41.52145,-87.409598,126_204
41.484757,-88.045908,41.524217,-87.43686,101_75
41.519735,-87.400522,41.523706,-87.49028700000001,185_49
41.50681,-87.57337,41.525494,-87.413445,17_63
41.525665,-87.397454,41.476928,-88.06609200000001,39_106
41.558165,-87.406434,41.517612,-87.39386699999999,185_123
41.521481,-87.40993200000001,41.522925,-87.45614900000001,206_2
41.511367,-87.56082500000001,41.520291,-87.390568,17_63
41.520316,-87.387708,41.52133,-87.409666,126_204
41.525062,-87.42029500000001,41.524597,-87.391237,83_11
41.520223,-87.384403,41.522873,-87.40585800000001,126_204
41.522803,-87.50328999999999,41.523632,-87.476972,68_116
41.518858,-87.3838,41.526583,-87.48281800000001,185_41
41.521468000000006,-87.40426,41.518358,-87.39054,206_104
41.521816,-87.533081,41.521482,-87.40241900000001,74_186
41.525123,-87.394153,41.521668,-87.398331,17_135
41.522637,-87.46334300000001,41.524462,-87.39409400000001,10_80
41.52418,-87.48177,41.510608000000005,-87.561988,68_113
41.509898,-87.56313700000001,41.523789,-87.53905,66_82
41.522664000000006,-87.508284,41.483828,-88.071303,67_59
41.519749,-87.400903,41.53627,-87.47201100000001,185_49
41.525284,-87.39417900000001,41.521668,-87.398454,17_135
41.508427000000005,-87.56551999999999,41.48587499999999,-88.025957,68_89
41.478894,-88.045278,41.521956,-87.52952499999999,17_63
41.524572,-87.428471,41.52317,-87.497354,68_113
41.524081,-87.540396,41.52429600000001,-87.432915,121_27
41.491076,-87.434591,41.522688,-87.38821,178_202
41.480207,-88.054682,41.520018,-87.552785,76_82
41.521466,-87.405789,41.522434,-87.46035,203_48
41.528877,-87.385417,41.508883,-87.564818,185_41
41.525693,-87.398145,41.524649,-87.42529,68_116
41.480207,-88.054682,41.522659,-87.46003300000001,76_120
41.52497,-87.422004,41.525079,-87.393998,66_82
41.522558,-87.46272300000001,41.521824,-87.39251399999999,17_160
41.524859,-87.42288,41.521524,-87.409366,76_199
41.55478600000001,-87.40096100000001,41.525726000000006,-87.397202,185_8
41.524485000000006,-87.43288000000001,41.523088,-87.445255,68_116
41.506522,-87.586116,41.522988,-87.45272499999999,25_124
41.527439,-87.38552100000001,41.509198,-87.564303,185_41
41.479315,-88.044754,41.47955,-88.055675,16_62
41.521605,-87.398767,41.525567,-87.40220300000001,69_14
41.52515,-87.41448,41.522613,-87.519316,67_35
41.558219,-87.40651,41.521629,-87.393964,185_123
41.506620000000005,-87.583812,41.523361,-87.546621,67_35
41.534676,-87.386579,41.521438,-87.407032,185_127
41.523428,-87.39407499999999,41.52294,-87.40553,25_204
41.520928000000005,-87.39058800000001,41.518219,-87.386577,69_14
41.522973,-87.445409,41.522266,-87.52676100000001,70_30
41.507488,-87.566958,41.521771,-87.38919700000001,83_54
41.522823,-87.40975399999999,41.521493,-87.403906,172_150
41.52014,-87.390574,41.516404,-87.386492,69_14
41.520301,-87.385632,41.51743999999999,-87.38975599999999,125_8
41.498024,-88.011628,41.524424,-87.438176,76_120
41.50992599999999,-87.563141,41.52159399999999,-87.408594,17_160
41.52527,-87.403347,41.524575000000006,-87.38837,83_11
41.523557,-87.476453,41.521868000000005,-87.530769,67_35
41.520246,-87.391891,41.525494,-87.41021,126_116
41.478995000000005,-88.059107,41.522509,-87.51303,83_54
41.522960000000005,-87.40442800000001,41.521865,-87.533366,205_1
41.524484,-87.433636,41.522774,-87.506602,68_113
41.512802,-87.383164,41.524486,-87.42420299999999,194_18
41.485593,-88.04456599999999,41.524463,-87.487672,101_30
41.521468000000006,-87.408172,41.52325,-87.493794,165_6
41.523099,-87.443757,41.521749,-87.40946,17_135
41.521546,-87.40950600000001,41.521682,-87.390096,155_132
41.52429600000001,-87.427863,41.48595,-88.02972100000001,67_59
